fdate,cik,findexdate,form,coname,fsize,doccount,sec_full_path
2007-06-21,0001166691,2007-06-21,8-K,COMCAST CORP,321911.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-07-140058.txt
2007-07-26,0001166691,2007-07-26,8-K,COMCAST CORP,422591.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-07-162301.txt
2007-07-27,0001166691,2007-07-27,10-Q,COMCAST CORP,1230629.0,6.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-07-164027.txt
2007-09-24,0001166691,2007-09-24,8-K,COMCAST CORP,338885.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-07-205903.txt
2007-10-25,0001166691,2007-10-25,8-K,COMCAST CORP,451025.0,3.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-07-225256.txt
2007-10-26,0001166691,2007-10-26,10-Q,COMCAST CORP,1101945.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-07-226766.txt
2007-11-27,0001166691,2007-11-27,8-K,COMCAST CORP,334345.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-07-253809.txt
2007-12-28,0001166691,2007-12-28,8-K,COMCAST CORP,77230.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-07-003148.txt
2008-02-04,0001166691,2008-02-04,8-K,COMCAST CORP,12975.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-018781.txt
2008-02-13,0001166691,2008-02-13,8-K,COMCAST CORP,26485.0,2.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-029361.txt
2008-02-14,0001166691,2008-02-14,8-K,COMCAST CORP,479395.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-030118.txt
2008-02-20,0001166691,2008-02-20,10-K,COMCAST CORP,5648206.0,30.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-034239.txt
2008-04-07,0001166691,2008-04-07,8-K,COMCAST CORP,434356.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-076330.txt
2008-05-01,0001166691,2008-05-01,8-K,COMCAST CORP,285682.0,3.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-098096.txt
2008-05-01,0001166691,2008-05-01,10-Q,COMCAST CORP,995872.0,6.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-098880.txt
2008-05-06,0001166691,2008-05-06,8-K,COMCAST CORP,217904.0,6.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-104224.txt
2008-05-20,0001166691,2008-05-20,8-K,COMCAST CORP,400300.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-119258.txt
2008-07-30,0001166691,2008-07-30,8-K,COMCAST CORP,440323.0,4.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-160785.txt
2008-07-30,0001166691,2008-07-30,10-Q,COMCAST CORP,1213724.0,6.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-161385.txt
2008-10-03,0001166691,2008-10-03,8-K,COMCAST CORP,184495.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-205713.txt
2008-10-29,0001166691,2008-10-29,8-K,COMCAST CORP,440756.0,3.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-218411.txt
2008-10-29,0001166691,2008-10-29,10-Q,COMCAST CORP,1645062.0,8.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-219067.txt
2008-11-10,0001166691,2008-11-10,8-K,COMCAST CORP,1436938.0,7.0,https://www.sec.gov/Archives/edgar/data/1166691/0001193125-08-231379.txt
2008-12-10,0001166691,2008-12-10,8-K,COMCAST CORP,28575.0,1.0,https://www.sec.gov/Archives/edgar/data/1166691/0000950103-08-002956.txt
