fdate,cik,findexdate,form,coname,fsize,doccount,sec_full_path
2006-03-21,0001308161,2006-03-21,8-K,NEWS CORP,28565.0,3.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-019172.txt
2006-03-22,0001308161,2006-03-22,8-K,NEWS CORP,21083.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-019276.txt
2006-03-23,0001308161,2006-03-23,8-K,NEWS CORP,21132.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-019585.txt
2006-03-24,0001308161,2006-03-24,8-K,NEWS CORP,21151.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-019868.txt
2006-03-27,0001308161,2006-03-27,8-K,NEWS CORP,21144.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-019969.txt
2006-03-28,0001308161,2006-03-28,8-K,NEWS CORP,21055.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-020246.txt
2006-03-29,0001308161,2006-03-29,8-K,NEWS CORP,21070.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-020518.txt
2006-03-30,0001308161,2006-03-30,8-K,NEWS CORP,21108.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-020726.txt
2006-03-31,0001308161,2006-03-31,8-K,NEWS CORP,21102.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-021031.txt
2006-04-03,0001308161,2006-04-03,8-K,NEWS CORP,21094.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-021301.txt
2006-04-04,0001308161,2006-04-04,8-K,NEWS CORP,21122.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-022089.txt
2006-04-05,0001308161,2006-04-05,8-K,NEWS CORP,21047.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-022464.txt
2006-04-06,0001308161,2006-04-06,8-K,NEWS CORP,21048.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-022745.txt
2006-04-07,0001308161,2006-04-07,8-K,NEWS CORP,21031.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-023011.txt
2006-04-10,0001308161,2006-04-10,8-K,NEWS CORP,21118.0,2.0,https://www.sec.gov/Archives/edgar/data/1308161/0001181431-06-023102.txt
